"carat","cut","color","clarity","depth","table","price","x","y","z"
0.41,"Ideal","G","VVS2",61.1,55,1007,4.8,4.83,2.94
0.72,"Very Good","G","VS2",62,56,2578,5.75,5.77,3.57
1.01,"Very Good","D","SI1",60.8,57,5386,6.58,6.54,3.99
0.7,"Fair","G","SI1",61.7,66,2352,5.7,5.58,3.48
2.01,"Ideal","I","SI1",62.2,56,15116,8.12,8.06,5.03
1.02,"Very Good","G","SI1",62.8,57,4964,6.35,6.38,4
0.7,"Ideal","H","SI1",60.6,57,1919,5.73,5.78,3.49
0.71,"Very Good","F","VS2",63.2,59,2319,5.66,5.6,3.56
0.53,"Ideal","E","VS2",61.3,55,1813,5.24,5.2,3.2
0.71,"Premium","E","SI2",61.1,58,2306,5.76,5.73,3.51
0.82,"Very Good","E","SI1",63.1,58,3282,5.95,6,3.77
0.4,"Premium","E","VS1",62.5,58,1053,4.69,4.72,2.94
0.9,"Premium","F","SI2",62.3,57,3704,6.18,6.15,3.84
0.34,"Ideal","D","IF",62.1,57,2287,4.46,4.52,2.79
1,"Very Good","D","VS2",59.6,60,6745,6.52,6.57,3.9
0.7,"Ideal","F","VS1",61.6,57,2998,5.7,5.73,3.52
1.2,"Very Good","G","SI2",61.7,59,5518,6.81,6.86,4.22
1.28,"Good","I","VS2",58.2,64,5319,7.09,7.03,4.11
0.3,"Premium","G","VVS2",62.6,58,684,4.27,4.29,2.68
1.16,"Ideal","J","SI1",61.8,55,5124,6.75,6.78,4.18
1.01,"Very Good","I","SI2",61.8,60,3885,6.34,6.37,3.93
1,"Premium","F","I1",62.4,59,3344,6.34,6.38,3.97
0.4,"Ideal","G","VVS1",62.1,53,1043,4.75,4.79,2.96
0.41,"Premium","G","VS2",62.4,58,1061,4.76,4.72,2.96
0.91,"Premium","D","VS2",62.7,59,4637,6.16,6.13,3.85
0.33,"Premium","E","VS2",60.7,58,723,4.47,4.49,2.72
0.3,"Premium","D","VS1",61.6,57,979,4.33,4.3,2.66
0.58,"Ideal","D","SI2",62.7,56,1442,5.32,5.3,3.33
0.5,"Premium","E","VS2",62.4,62,1629,5.07,5.03,3.15
0.38,"Ideal","E","VS1",60.7,56,933,4.7,4.72,2.86
0.54,"Ideal","D","VS2",61.3,56,1993,5.26,5.22,3.21
1.25,"Ideal","I","VS2",60,57,4795,7.07,7.02,4.23
2,"Premium","H","SI1",59.8,60,14126,8.04,8.01,4.8
1.05,"Premium","F","VS1",61,58,7879,6.6,6.55,4.01
0.31,"Very Good","H","VS2",63,57,489,4.32,4.34,2.73
0.27,"Ideal","E","VVS1",62.3,56,799,4.17,4.15,2.59
0.31,"Very Good","F","VVS1",62.4,60,897,4.28,4.31,2.68
0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
2.01,"Premium","G","SI2",59.4,62,14939,8.27,8.22,4.9
1.2,"Good","G","SI2",63.6,54,5049,6.71,6.75,4.28
1,"Fair","J","SI2",56.3,64,3199,6.58,6.54,3.69
0.33,"Ideal","F","IF",61.3,55,1240,4.47,4.5,2.75
0.32,"Ideal","E","SI2",62.7,57,576,4.37,4.34,2.73
0.7,"Ideal","I","SI1",61.3,57,1790,5.72,5.75,3.52
0.7,"Good","F","SI1",61.1,61,2445,5.68,5.71,3.48
0.27,"Ideal","G","SI2",62.3,55,361,4.14,4.18,2.59
0.4,"Very Good","D","VS1",63.2,60,963,4.65,4.69,2.95
0.7,"Fair","F","I1",63.9,59,945,5.64,5.5,3.57
1.02,"Ideal","G","VS2",60.6,56,6333,6.56,6.52,3.96
0.82,"Ideal","I","SI2",61.1,57,2075,6.05,6.09,3.71
0.3,"Ideal","F","VS1",61.3,55,570,4.32,4.36,2.66
0.82,"Premium","G","SI2",60.7,61,2512,6.01,5.98,3.64
1.51,"Premium","F","SI2",61.8,59,7441,7.36,7.3,4.53
0.7,"Ideal","G","VS1",61.2,56,3206,5.71,5.75,3.5
2.66,"Good","H","SI2",64.3,60,18495,8.71,8.65,5.58
0.38,"Ideal","E","VVS1",62.3,56,1154,4.64,4.67,2.9
0.53,"Ideal","G","VVS2",60.4,56,2051,5.29,5.24,3.18
1.01,"Fair","D","VS2",65.3,58,6366,6.29,6.24,4.09
0.32,"Ideal","E","VS2",60.8,55,900,4.49,4.42,2.71
2.02,"Ideal","I","SI1",61.9,58,15942,8.07,8.18,5.03
0.31,"Ideal","H","VS2",62.2,53,489,4.38,4.43,2.74
0.83,"Ideal","E","SI1",62.3,55,3837,5.98,6.02,3.74
1.53,"Premium","J","IF",61.1,58,9596,7.45,7.41,4.54
0.31,"Ideal","G","VS2",61.4,57,544,4.33,4.37,2.67
0.7,"Ideal","F","VS1",61.6,56,3399,5.65,5.72,3.5
0.71,"Ideal","I","VS1",62.2,54,2557,5.71,5.75,3.56
0.4,"Very Good","H","VS2",59.1,61,737,4.81,4.84,2.85
0.76,"Ideal","I","SI1",61.8,57,2399,5.89,5.83,3.62
0.76,"Ideal","F","VS1",61.9,55,3820,5.88,5.84,3.63
1.21,"Ideal","G","VS1",62.7,54,8759,6.79,6.83,4.27
0.4,"Ideal","H","SI2",62.6,55,540,4.7,4.72,2.95
0.93,"Ideal","D","SI1",61.6,57,4724,6.27,6.33,3.88
1.08,"Ideal","E","SI1",62.6,57,5096,6.53,6.56,4.1
0.41,"Premium","E","SI2",62.8,58,818,4.73,4.69,2.96
0.53,"Very Good","J","VS2",63.3,56,1122,5.18,5.12,3.26
0.7,"Ideal","F","SI2",61.1,56,2183,5.71,5.78,3.51
0.65,"Ideal","E","VS1",61.4,59,2533,5.53,5.57,3.41
0.33,"Ideal","H","VS2",60.7,57,521,4.46,4.5,2.72
1.5,"Fair","I","I1",71.3,58,4368,6.85,6.81,4.87
0.31,"Premium","H","SI2",59.5,59,390,4.39,4.45,2.63
1.54,"Ideal","G","SI2",61.7,56,9359,7.41,7.44,4.58
1.25,"Ideal","H","SI1",62.2,54,7182,6.93,6.88,4.3
2.18,"Premium","F","SI1",61.2,60,18717,8.38,8.3,5.1
0.31,"Good","E","SI1",63.5,57,544,4.28,4.32,2.73
1.13,"Premium","I","VS2",62.4,59,4964,6.63,6.58,4.12
1.01,"Premium","E","VS2",62.7,57,6787,6.36,6.31,3.97
0.7,"Very Good","G","I1",63.1,56,1115,5.6,5.51,3.51
0.7,"Ideal","H","IF",61.3,59,3309,5.69,5.72,3.5
0.45,"Ideal","G","IF",62,53,1377,4.94,4.99,3.08
0.9,"Ideal","D","SI1",61.2,55,5226,6.25,6.21,3.81
0.42,"Premium","G","VS2",62,58,1087,4.81,4.77,2.97
1.09,"Very Good","E","SI1",62.5,57,5539,6.55,6.61,4.11
0.31,"Ideal","G","VS2",62.2,53,562,4.37,4.38,2.72
2.05,"Very Good","I","SI2",59.8,56,12839,8.32,8.41,5
1.01,"Very Good","H","VS2",59.7,64,5911,6.45,6.48,3.86
1.07,"Very Good","H","SI2",61.8,63,3296,6.57,6.47,4.03
0.33,"Premium","G","VVS2",61,58,752,4.44,4.48,2.72
0.32,"Premium","E","VS2",61.6,59,768,4.43,4.4,2.72
0.38,"Very Good","F","VS1",60.4,60,835,4.7,4.74,2.85
1.69,"Very Good","E","VS2",62.7,58,17803,7.52,7.6,4.74
0.5,"Premium","F","SI1",62.4,57,1838,5.13,5.1,3.19
0.7,"Good","D","SI2",58.3,60,2242,5.81,5.89,3.41
1.01,"Premium","F","SI1",62.2,59,5345,6.41,6.36,3.97
0.63,"Ideal","G","SI1",62.3,58,1711,5.44,5.48,3.4
0.36,"Premium","J","SI1",61.6,60,527,4.58,4.54,2.81
1.25,"Ideal","F","VS1",62,55,9761,6.95,6.91,4.3
1.24,"Ideal","J","SI2",61.6,57,4666,6.89,6.87,4.24
0.72,"Premium","I","VS2",61.1,61,1991,5.79,5.74,3.52
0.27,"Ideal","D","VVS2",62.6,56,622,4.13,4.15,2.59
0.26,"Very Good","H","VVS2",62.4,58,468,4.04,4.07,2.53
0.73,"Ideal","F","SI1",62.6,55,2737,5.75,5.78,3.61
0.33,"Ideal","G","VS2",62.2,56,743,4.47,4.44,2.77
1.05,"Ideal","G","VS2",61.7,56,6350,6.54,6.52,4.03
0.4,"Very Good","D","SI2",63,59,622,4.64,4.69,2.94
0.51,"Very Good","E","SI1",60.9,57,1357,5.17,5.2,3.16
0.32,"Premium","G","VS1",62.1,56,828,4.43,4.4,2.74
0.54,"Ideal","F","VS2",64.2,54,1837,5.19,5.12,3.31
0.37,"Good","I","VS2",64,56,595,4.58,4.45,2.89
0.39,"Premium","H","SI2",61.2,58,468,4.51,6.02,4.44
1.62,"Premium","F","SI2",61.6,60,9106,7.52,7.55,4.64
0.54,"Good","H","VS2",63.2,55,1338,5.2,5.24,3.3
0.32,"Ideal","D","VS2",62.1,54,758,4.4,4.46,2.75
1,"Fair","D","SI1",65.5,60,5331,6.18,6.12,4.03
0.5,"Very Good","H","VS1",62.5,59,1429,5.01,5.04,3.14
1.14,"Ideal","H","SI1",61.8,56,7079,6.68,6.72,4.14
1.01,"Ideal","I","VS2",62.6,54,4239,6.4,6.45,4.02
2.11,"Ideal","I","VS1",61.9,57,16723,8.28,8.22,5.11
0.31,"Ideal","D","VS2",60.7,57,803,4.37,4.4,2.66
0.61,"Ideal","J","VVS1",60.9,56,1692,5.45,5.51,3.34
0.37,"Premium","D","VVS2",61,60,1145,4.64,4.61,2.82
0.92,"Very Good","D","SI2",62.5,59,3613,6.2,6.24,3.89
2.01,"Premium","H","SI1",60.6,62,16733,8.08,8.05,4.89
0.3,"Ideal","G","SI2",61.6,56,422,4.32,4.35,2.67
0.52,"Premium","F","SI2",61.7,58,1073,5.23,5.18,3.15
0.32,"Ideal","F","VVS1",62.1,56,926,4.39,4.43,2.74
0.7,"Very Good","E","VVS2",61.5,58,3429,5.67,5.71,3.5
0.26,"Ideal","E","VS1",62.3,57,556,4.05,4.08,2.53
1.47,"Very Good","E","VS2",62.4,59,12547,7.13,7.2,4.47
0.3,"Premium","G","SI1",58.8,60,574,4.39,4.35,2.57
1.01,"Ideal","I","I1",61.5,57,2844,6.45,6.46,3.97
0.54,"Premium","H","VVS1",62,57,1944,5.25,5.2,3.24
2.03,"Very Good","E","SI2",63.1,56,14646,8.01,7.99,5.05
1.51,"Fair","F","SI2",61.8,66,8287,7.18,7.16,4.43
0.41,"Premium","F","VS1",62.6,58,1007,4.74,4.75,2.97
0.9,"Premium","I","VS2",62.4,58,3539,6.16,6.22,3.86
0.94,"Ideal","F","SI2",60.6,54,5159,6.39,6.34,3.86
0.3,"Good","G","VVS2",63.8,57,684,4.24,4.26,2.71
1.21,"Premium","I","SI1",61.6,56,5760,6.89,6.85,4.23
0.34,"Ideal","D","VS2",62.5,57,1033,4.47,4.4,2.77
0.24,"Good","E","VS2",63,59,378,3.96,4.01,2.51
1.24,"Ideal","H","SI1",62.5,56,6095,6.92,6.88,4.31
1.52,"Fair","D","SI2",56.3,61,7702,7.7,7.62,4.31
1.22,"Good","G","SI2",64,61,4181,6.75,6.68,4.3
0.32,"Ideal","E","IF",61.9,56,1170,4.42,4.4,2.73
0.91,"Premium","G","SI1",62.6,58,3975,6.17,6.14,3.85
1.28,"Premium","H","VS2",61.2,60,7098,6.99,6.94,4.26
0.47,"Very Good","D","SI2",61.5,55,1078,5,5.04,3.09
0.35,"Ideal","D","VS2",62.3,55,829,4.52,4.54,2.82
1.02,"Very Good","E","SI2",63.1,59,4404,6.33,6.39,4.01
0.36,"Ideal","H","SI1",61.5,57,648,4.6,4.57,2.82
0.31,"Ideal","G","VS1",61.9,56,542,4.34,4.38,2.7
1.2,"Ideal","E","SI2",62,57,7018,6.8,6.82,4.22
0.3,"Premium","J","SI2",59.3,61,405,4.43,4.38,2.61
0.31,"Premium","F","VS2",61.3,59,625,4.31,4.34,2.65
0.6,"Premium","H","I1",60.1,60,806,5.51,5.44,3.29
0.33,"Very Good","E","VS2",61.9,58,627,4.42,4.47,2.75
0.33,"Ideal","G","VVS2",61.7,55,730,4.46,4.49,2.76
0.31,"Ideal","G","VVS1",62.5,54,1046,4.37,4.33,2.72
1.05,"Ideal","H","VS2",61.4,55,5993,6.53,6.57,4.02
0.31,"Premium","G","VS1",59.5,59,625,4.4,4.47,2.64
0.34,"Ideal","F","VS1",61.1,57,692,4.51,4.55,2.77
0.27,"Very Good","D","VVS1",62.3,54,721,4.18,4.21,2.61
1.11,"Very Good","H","SI2",63.4,55,4028,6.54,6.51,4.14
1.11,"Premium","G","SI1",61.5,58,4768,6.73,6.63,4.1
0.35,"Ideal","E","VVS1",61.3,56,916,4.52,4.55,2.78
0.3,"Ideal","F","VS1",62.6,57,570,4.29,4.34,2.7
0.71,"Very Good","D","VS2",61.9,59,3366,5.68,5.72,3.53
1.01,"Very Good","H","VS2",62.2,56,4821,6.35,6.44,3.98
0.7,"Very Good","E","SI1",62.3,57,2604,5.63,5.7,3.53
0.32,"Ideal","E","VS1",61.8,55,972,4.43,4.4,2.73
0.5,"Ideal","E","VVS2",62.2,54,2889,5.09,5.11,3.17
1.03,"Ideal","G","SI1",60.9,57,5037,6.54,6.5,3.97
0.42,"Ideal","D","SI1",61.5,56,1040,4.85,4.81,2.97
0.38,"Ideal","D","VVS2",61.3,56,1257,4.73,4.63,2.87
0.37,"Very Good","E","SI1",61.4,60,593,4.6,4.62,2.83
1.05,"Premium","H","SI1",62.5,57,4558,6.52,6.45,4.05
0.51,"Ideal","G","VVS2",62.2,53.4,1859,5.11,5.15,3.19
0.31,"Ideal","H","VVS2",61.5,56,802,4.37,4.35,2.68
0.51,"Ideal","E","SI1",61.5,55,1438,5.16,5.18,3.18
0.43,"Good","F","SI1",63.8,57,739,4.8,4.82,3.07
1.57,"Ideal","I","VS1",62.3,57,10209,7.44,7.48,4.65
1.52,"Fair","I","SI1",64.6,58,7746,7.24,7.21,4.68
1.04,"Premium","G","VS2",60,58,6122,6.62,6.54,3.95
0.31,"Ideal","J","VS1",61.9,54.7,429,4.34,4.36,2.69
0.71,"Very Good","F","VS2",63.3,57,3146,5.65,5.69,3.59
1.31,"Very Good","H","SI1",60.3,58,7189,7.02,7.1,4.26
0.3,"Good","E","SI1",63.7,59,526,4.21,4.27,2.7
1.21,"Premium","F","SI2",61.5,61,5387,6.82,6.77,4.18
0.4,"Premium","G","SI1",62,59,702,4.7,4.72,2.92
1.02,"Premium","I","SI1",61.7,58,4113,6.48,6.45,3.99
0.55,"Ideal","E","VS2",62.5,56,2030,5.26,5.23,3.28
1.51,"Ideal","G","VVS2",62.3,55,14616,7.29,7.35,4.56
1.2,"Very Good","I","SI1",61.7,56,4785,6.82,6.76,4.19
1.18,"Ideal","F","VVS1",61.5,55.6,13257,6.79,6.83,4.19
1.5,"Ideal","G","VS1",61.3,56,16171,7.41,7.37,4.53
0.94,"Premium","H","VS2",60.1,59,4629,6.32,6.35,3.81
1.04,"Ideal","G","SI1",61.9,53,5570,6.53,6.54,4.05
0.3,"Ideal","H","VVS1",61.2,57,655,4.3,4.39,2.66
1.01,"Good","H","I1",63.2,58,3110,6.33,6.39,4.02
1.06,"Ideal","D","VVS2",62,56,12053,6.53,6.57,4.06
1,"Good","E","SI2",59.9,63,4184,6.45,6.5,3.88
0.3,"Good","H","VS2",63.5,54,473,4.27,4.3,2.72
0.34,"Premium","H","VVS1",61.1,59,775,4.48,4.52,2.75
1,"Premium","I","VS2",62.7,62,3918,6.32,6.27,3.95
0.5,"Premium","F","SI1",62.5,59,1409,5.03,4.99,3.13
0.52,"Premium","E","SI1",61.8,60,1624,5.18,5.15,3.19
0.5,"Fair","F","I1",69.8,55,584,4.89,4.8,3.38
0.9,"Ideal","G","SI2",60.6,55,4077,6.27,6.33,3.82
0.31,"Ideal","E","SI1",62.8,57,698,4.34,4.32,2.72
1.5,"Premium","H","VS2",60.8,59,10291,7.34,7.36,4.47
1.28,"Premium","G","VS2",61.4,58,8458,7,6.92,4.27
1.26,"Ideal","G","VVS1",62.1,57,10720,6.91,7.01,4.32
0.34,"Very Good","E","VVS1",61.7,58,1014,4.43,4.48,2.75
0.34,"Ideal","E","VVS1",61.6,55,1030,4.5,4.52,2.78
1.01,"Ideal","F","SI1",59.9,60,5215,6.59,6.53,3.93
0.81,"Ideal","G","VVS2",61.7,55.1,4127,5.97,6.04,3.71
0.54,"Ideal","F","VS2",61,56,1615,5.27,5.32,3.23
0.7,"Very Good","G","VS1",59.3,62,2473,5.74,5.8,3.42
0.24,"Good","F","VS1",60.8,64,373,3.96,4,2.42
0.24,"Ideal","G","VVS1",62.2,56,559,4,4.04,2.5
2,"Good","J","VS2",61.4,63,13542,8.01,8.08,4.94
1.52,"Ideal","I","SI2",60.2,57,7661,7.47,7.38,4.47
0.91,"Very Good","G","VS1",63.1,61,4536,6.13,6.07,3.85
1.01,"Premium","E","SI1",59.2,60,5656,6.56,6.51,3.87
0.36,"Ideal","H","VS2",61,57,587,4.59,4.63,2.81
1.2,"Premium","H","SI1",59.3,60,5822,7,6.92,4.13
1.01,"Good","I","VS1",64.2,60,3484,6.35,6.27,4.05
0.35,"Ideal","F","SI1",62.5,54,583,4.5,4.52,2.82
0.5,"Very Good","E","SI1",61.4,63,1128,5.06,5.1,3.12
0.47,"Premium","G","SI1",58.8,58,1086,5.11,5.06,2.99
2.03,"Fair","H","SI1",65.4,58,14646,7.91,7.88,5.16
0.77,"Good","H","SI1",57.2,65,2457,6.08,6.02,3.46
0.41,"Premium","E","SI1",61.5,61,904,4.78,4.75,2.93
0.33,"Ideal","I","IF",61.5,56,719,4.43,4.47,2.74
0.89,"Premium","G","SI1",61.1,58,3190,6.24,6.17,3.79
1,"Ideal","G","SI2",62,53,4551,6.42,6.45,3.99
0.91,"Very Good","J","SI2",62.4,61,3169,6.13,6.2,3.85
0.71,"Very Good","H","VS2",62.6,56,2432,5.68,5.72,3.57
0.72,"Premium","I","SI1",60.8,58,1858,5.83,5.78,3.53
1.21,"Ideal","I","VVS2",62.7,56,7002,6.8,6.83,4.27
0.35,"Premium","G","IF",60.6,60,1044,4.54,4.57,2.76
0.7,"Premium","G","VS2",58.7,53,2586,5.86,5.83,3.43
0.71,"Premium","G","VS2",63,54,2443,5.69,5.64,3.57
1,"Very Good","E","VS2",63.8,59,6315,6.25,6.32,4.01
0.9,"Good","F","SI1",61.8,63,4241,6.21,6.18,3.83
1.01,"Very Good","F","SI1",59.7,61,4899,6.49,6.55,3.89
0.77,"Premium","F","SI2",61.6,58,2247,5.9,5.88,3.63
1.01,"Premium","F","VS2",62.2,60,6416,6.37,6.4,3.97
0.55,"Very Good","I","SI2",63.1,58,1041,5.15,5.19,3.26
0.34,"Fair","E","VVS1",54,56,1012,4.8,4.76,2.58
0.4,"Premium","G","VVS1",60.9,57,1200,4.8,4.76,2.91
0.56,"Ideal","D","VS2",61.5,57,2066,5.33,5.28,3.26
0.9,"Very Good","F","VS2",63.1,59,4627,6.13,6.05,3.84
0.59,"Very Good","I","VS2",63.4,56,1391,5.37,5.33,3.39
1.21,"Premium","J","VS2",59,60,3694,6.93,6.88,4.07
0.53,"Premium","H","VS2",59.1,59,1356,5.33,5.26,3.13
0.8,"Good","G","VS1",63.2,60.1,3283,5.77,5.85,3.67
1.26,"Ideal","E","SI2",61,57,6477,7.03,6.97,4.27
0.71,"Premium","F","VS2",58,62,2803,5.85,5.81,3.38
0.42,"Ideal","D","VS1",61.8,57,1388,4.82,4.79,2.97
0.85,"Good","G","SI1",64.9,56,2945,5.95,5.98,3.87
1.01,"Ideal","F","VS1",62,57,7465,6.39,6.45,3.98
0.3,"Ideal","F","IF",61.6,58,886,4.28,4.32,2.65
1.01,"Ideal","G","VS2",60.6,57,6826,6.47,6.53,3.94
0.71,"Ideal","E","VS2",62.3,56,3026,5.7,5.73,3.56
1.51,"Premium","F","VS2",59.1,60,15253,7.52,7.45,4.42
0.91,"Good","J","VS1",64.2,60,3210,6.01,5.95,3.84
1.01,"Very Good","F","VS2",61.7,57,6159,6.39,6.44,3.96
2.14,"Ideal","I","SI1",62.1,58,17213,8.21,8.26,5.11
1.02,"Ideal","I","SI2",60.7,57,3786,6.54,6.57,3.98
0.31,"Ideal","F","VS2",62.8,57,802,4.36,4.34,2.73
0.3,"Premium","G","SI1",58.8,60,574,4.39,4.35,2.57
0.63,"Fair","H","SI2",64.7,61,1235,5.33,5.27,3.43
0.46,"Ideal","D","VS1",62.6,56,1637,4.92,4.95,3.09
0.56,"Ideal","D","SI1",62.3,57,1578,5.24,5.26,3.27
0.31,"Ideal","F","VS1",61.4,55,821,4.39,4.4,2.7
0.39,"Ideal","D","VS1",62,57,1170,4.71,4.67,2.91
1.95,"Premium","H","I1",60.3,59,5045,8.1,8.05,4.87
1.03,"Premium","I","SI1",62,58,4248,6.43,6.47,4
0.4,"Ideal","E","VVS2",61.8,55,1238,4.78,4.74,2.94
1.01,"Good","E","SI2",63.9,58,3611,6.37,6.31,4.05
0.51,"Premium","F","VS2",62.7,59,1402,5.04,5.07,3.17
1.68,"Premium","G","VS1",58.2,57,13445,7.89,7.85,4.58
1.01,"Ideal","G","SI2",61.5,57,4783,6.43,6.45,3.96
0.31,"Premium","I","VS2",61.1,58,435,4.36,4.38,2.67
1.14,"Premium","I","SI1",62.2,58,4788,6.7,6.67,4.16
0.79,"Very Good","F","VS1",61,55,3806,6.01,6.03,3.67
1.01,"Ideal","F","VS2",62,56,6416,6.46,6.51,4.02
0.6,"Ideal","G","VVS2",61.4,59,2313,5.37,5.41,3.31
0.34,"Ideal","F","VVS1",61.4,57,967,4.5,4.53,2.77
1.14,"Ideal","G","VS1",61.8,55,8121,6.71,6.76,4.16
0.3,"Premium","E","VVS2",61.8,58,789,4.26,4.29,2.64
1.12,"Premium","J","VS2",58.6,58,4422,6.85,6.81,4
0.31,"Very Good","G","SI2",63.3,54,523,4.34,4.29,2.73
0.41,"Ideal","G","VS2",62.7,56,827,4.71,4.76,2.97
1.06,"Ideal","H","VS2",62.4,57,4416,6.54,6.48,4.06
0.7,"Ideal","G","SI1",60.9,56,2965,5.73,5.79,3.51
0.54,"Ideal","G","VVS2",62,56,1920,5.23,5.27,3.25
0.5,"Premium","E","VS2",61.5,56,1746,5.11,5.07,3.13
0.31,"Very Good","H","VS1",62.9,58,544,4.31,4.34,2.72
1.23,"Very Good","E","VVS1",61.2,59,15878,6.9,6.98,4.25
0.3,"Ideal","D","SI1",61.4,56,709,4.35,4.32,2.66
0.52,"Ideal","I","IF",60.2,56,1988,5.23,5.27,3.16
2.09,"Very Good","I","SI2",63,57,14704,8.09,8.13,5.11
1.58,"Ideal","F","SI1",61.6,55,12671,7.52,7.57,4.65
1.5,"Ideal","I","VS1",61.3,57,9900,7.32,7.35,4.5
2.18,"Ideal","I","SI2",61.4,60,14870,8.37,8.31,5.12
1.02,"Ideal","E","VS1",60.1,57,8244,6.59,6.52,3.94
0.58,"Ideal","F","VVS2",61.9,56,2380,5.35,5.38,3.32
0.36,"Premium","D","VS2",60.5,58,852,4.6,4.63,2.79
1.59,"Very Good","G","SI2",61.7,59,9094,7.41,7.46,4.59
0.31,"Ideal","G","VS2",61.4,57,574,4.35,4.38,2.68
0.36,"Premium","E","VS2",62,58,1013,4.56,4.54,2.82
0.31,"Very Good","F","VVS1",62.4,57,897,4.3,4.32,2.69
0.39,"Ideal","E","VS1",62.3,54.4,1004,4.66,4.69,2.91
0.25,"Good","F","VS1",63.6,57,558,4.04,4.01,2.56
0.75,"Very Good","J","SI1",62.4,56,2083,5.78,5.82,3.62
0.34,"Premium","E","SI1",61.9,59,765,4.48,4.44,2.76
0.44,"Ideal","D","VS1",61.1,56,1294,4.95,4.91,3.01
0.24,"Ideal","I","VVS1",62.3,57,432,3.98,3.95,2.47
0.7,"Ideal","F","VS1",60.7,58,3265,5.72,5.75,3.48
1.03,"Ideal","E","VVS2",61.9,57,8972,6.5,6.46,4.01
0.31,"Very Good","G","IF",60.8,56,878,4.41,4.44,2.69
1.28,"Ideal","G","VVS1",62.1,56,11147,6.93,6.96,4.31
0.31,"Ideal","E","VVS1",61.7,56,988,4.36,4.33,2.68
0.41,"Premium","E","SI2",62.9,58,876,4.75,4.72,2.98
0.56,"Ideal","E","SI1",62.8,58,1784,5.31,5.26,3.32
0.41,"Premium","D","SI1",61,59,791,4.76,4.78,2.91
0.24,"Very Good","F","VS2",62.4,58,419,3.98,4,2.49
0.72,"Premium","E","SI1",62.8,52,2333,5.78,5.72,3.61
0.9,"Good","F","SI2",61.9,59,4013,6.09,6.12,3.78
1.04,"Ideal","G","VVS2",62.5,55,8590,6.53,6.47,4.06
0.71,"Ideal","D","SI1",60.6,56,3674,5.78,5.81,3.51
0.35,"Ideal","E","VS1",62.3,57,747,4.51,4.55,2.82
0.38,"Ideal","F","VS1",59.8,57,879,4.72,4.75,2.84
1.04,"Very Good","H","SI2",62.9,57,4435,6.39,6.45,4.04
0.35,"Very Good","D","VS1",63,57,771,4.48,4.51,2.83
1.2,"Ideal","I","SI2",61.1,57,5373,6.86,6.89,4.2
1.11,"Ideal","G","VS2",61.6,56,8400,6.62,6.65,4.09
0.45,"Premium","F","VS1",62.1,59,1229,4.85,4.81,3
0.53,"Good","E","SI1",56.7,59,1246,5.39,5.37,3.05
0.72,"Good","D","SI2",59.7,61,2620,5.78,5.84,3.47
1.12,"Premium","J","SI2",60.6,59,2898,6.68,6.61,4.03
0.3,"Ideal","D","SI1",61.6,57,709,4.32,4.28,2.65
0.41,"Ideal","F","VS1",60.6,57,1007,4.79,4.84,2.92
0.42,"Ideal","G","IF",62.4,57,1394,4.79,4.82,3
0.26,"Very Good","E","VVS1",59.9,58,597,4.17,4.18,2.5
0.23,"Very Good","F","VVS2",59.3,57,530,4.01,4.05,2.39
0.49,"Very Good","E","SI1",63.6,57.9,1400,4.96,4.99,3.16
0.54,"Ideal","I","VS1",61.9,54,1216,5.24,5.29,3.26
0.6,"Ideal","G","IF",62,55,2570,5.39,5.44,3.36
0.52,"Good","F","VS1",58.6,63,1594,5.27,5.34,3.11
1.59,"Ideal","I","SI1",62.4,58,9209,7.43,7.48,4.65
0.33,"Ideal","I","VS1",61.7,55,573,4.44,4.47,2.75
1.53,"Premium","E","SI1",62.6,57,12499,7.41,7.25,4.59
0.4,"Very Good","G","VS2",63.5,56,1035,4.7,4.68,2.98
0.9,"Very Good","G","SI2",63.4,59,3246,6.08,6.04,3.84
0.7,"Premium","D","VS1",61.6,60,3229,5.63,5.6,3.46
2.27,"Ideal","I","SI2",60.5,55,12939,8.63,8.53,5.19
0.31,"Ideal","D","VS2",61.9,56,734,4.34,4.38,2.7
0.4,"Good","J","VS2",64,57,591,4.67,4.7,3
0.51,"Good","F","SI1",64,57,1274,5.06,5.01,3.22
1.51,"Good","H","VS1",59.1,58,11512,7.48,7.52,4.43
0.3,"Premium","H","VS1",63,59,675,4.27,4.21,2.67
0.52,"Ideal","G","VS1",61.2,56,1803,5.19,5.23,3.19
0.9,"Fair","I","I1",67.2,60,1786,5.96,5.88,3.98
0.7,"Premium","F","SI1",62.1,59,2196,5.68,5.72,3.54
1.02,"Very Good","G","VS2",60.5,54,6058,6.48,6.57,3.95
0.9,"Ideal","F","VS2",62.6,56,4801,6.16,6.23,3.88
0.4,"Ideal","G","VVS1",61.6,57,1123,4.75,4.76,2.93
1,"Good","J","VS1",58.1,64,3920,6.63,6.51,3.82
2.04,"Premium","E","SI2",58.3,58,17379,8.35,8.31,4.86
0.51,"Very Good","D","SI1",63.5,56,1574,5.08,5.06,3.22
1.07,"Ideal","E","SI2",61.2,56,4799,6.63,6.66,4.07
1.01,"Very Good","H","VS2",59.7,64,5911,6.45,6.48,3.86
1.53,"Premium","I","SI1",62.6,57,9022,7.38,7.29,4.59
1.35,"Very Good","G","VS2",62.8,59,9302,7.01,7.04,4.41
